Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.11 [1.02-1.21],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.05 [0.97-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.02 [0.95-1.10],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,1.02 [0.94-1.10],1.000,,VLDL Cholesterol
VLDL-CE,1.01 [0.93-1.08],1.000,,Cholesteryl Esters in VLDL
Remnant-C,0.99 [0.92-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.98 [0.91-1.06],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.96 [0.89-1.04],1.000,,Total-Cholesterol
HDL-CE,0.93 [0.86-1.01],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.91 [0.84-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
