Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-TG%,1.32 [1.24-1.41],3.326e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.32 [1.24-1.40],4.669e-14,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.30 [1.22-1.38],1.068e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.28 [1.20-1.37],2.712e-08,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.27 [1.20-1.35],5.907e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.27 [1.19-1.35],1.296e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL%,1.24 [1.17-1.32],2.200e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.22 [1.15-1.30],6.461e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.21 [1.14-1.28],2.992e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.19 [1.12-1.26],0.013,*,Phospholipids to Total-Lipids in IDL percentage
L-HDL-C%,0.86 [0.81-0.91],0.031,*,Cholesterol to Total-Lipids in Large HDL percentage
Total-P,0.84 [0.79-0.90],0.038,*,Total-Concentration of Lipoprotein Particles
Phosphoglyc,0.84 [0.79-0.90],0.010,**,Phosphoglycerides
S-VLDL-CE%,0.84 [0.79-0.89],7.768e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
LA%,0.84 [0.79-0.89],0.005,**,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-FC%,0.84 [0.78-0.89],0.018,*,Free Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-C,0.84 [0.78-0.89],0.008,**,Cholesterol in Small VLDL
M-VLDL-P,0.83 [0.78-0.89],0.010,*,Concentration of Medium VLDL Particles
