Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.14 [1.04-1.25],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-C,1.02 [0.93-1.12],1.000,,LDL Cholesterol
Clinical LDL-C,1.01 [0.92-1.11],1.000,,Clinical LDL Cholesterol
Non-HDL-C,1.01 [0.92-1.11],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,1.00 [0.91-1.11],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Omega-6,1.00 [0.91-1.10],1.000,,Omega-6 Fatty Acids
LA,0.99 [0.90-1.09],1.000,,Linoleic Acid
PUFA,0.99 [0.90-1.09],1.000,,Polyunsaturated Fatty Acids
M-LDL-FC%,0.99 [0.89-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.98 [0.88-1.08],1.000,,Omega-3 Fatty Acids
