Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.10 [1.02-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-3,1.06 [0.99-1.14],1.000,,Omega-3 Fatty Acids
DHA,1.05 [0.98-1.13],1.000,,Docosahexaenoic Acid
MUFA,1.05 [0.97-1.13],1.000,,Monounsaturated Fatty Acids
Omega-6,1.01 [0.94-1.08],1.000,,Omega-6 Fatty Acids
Total-CE,0.98 [0.91-1.05],1.000,,Total-Esterified Cholesterol
VLDL-CE,0.98 [0.91-1.05],1.000,,Cholesteryl Esters in VLDL
PUFA/MUFA,0.96 [0.89-1.03],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.95 [0.89-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.95 [0.88-1.02],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
