Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Non-HDL-C,1.06 [0.98-1.15],1.000,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,1.04 [0.96-1.13],1.000,,Clinical LDL Cholesterol
LDL-C,1.04 [0.96-1.13],1.000,,LDL Cholesterol
M-LDL-TG%,1.00 [0.92-1.09],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-C,1.00 [0.92-1.09],1.000,,HDL Cholesterol
HDL-CE,1.00 [0.92-1.09],1.000,,Cholesteryl Esters in HDL
Val,1.00 [0.92-1.09],1.000,,Valine
M-LDL-FC%,0.95 [0.87-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.92 [0.84-1.01],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,0.89 [0.82-0.98],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
