Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.29 [1.20-1.40],3.214e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG,1.26 [1.17-1.35],8.000e-05,***,Triglycerides in Large HDL
GlycA,1.25 [1.16-1.36],0.009,**,Glycoprotein Acetyls
M-HDL-TG,1.23 [1.14-1.32],0.013,*,Triglycerides in Medium HDL
M-LDL-TG%,1.22 [1.13-1.32],0.042,*,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-TG,1.22 [1.13-1.31],0.050,*,Triglycerides in HDL
Albumin,0.82 [0.76-0.89],0.077,,Albumin
Creatinine,0.80 [0.74-0.87],0.022,*,Creatinine
S-HDL-C%,0.79 [0.74-0.86],4.554e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.79 [0.73-0.85],5.520e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-C%,0.77 [0.70-0.83],1.495e-04,***,Cholesterol to Total-Lipids in Very Large HDL percentage
