Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.22 [1.02-1.45],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.16 [0.97-1.38],1.000,,Apolipoprotein B
Val,1.13 [0.94-1.35],1.000,,Valine
M-LDL-TG%,1.11 [0.93-1.32],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Clinical LDL-C,1.09 [0.91-1.30],1.000,,Clinical LDL Cholesterol
LA%,0.97 [0.81-1.18],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,0.96 [0.80-1.15],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.87 [0.72-1.04],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6%,0.85 [0.71-1.02],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.84 [0.71-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
