Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.28 [1.07-1.54],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.19 [0.98-1.44],1.000,,VLDL Cholesterol
Remnant-C,1.12 [0.92-1.37],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.08 [0.89-1.32],1.000,,Total-Cholesterol Minus HDL-C
Total-C,1.07 [0.88-1.31],1.000,,Total-Cholesterol
ApoA1,0.99 [0.81-1.22],1.000,,Apolipoprotein A1
HDL-C,0.97 [0.78-1.20],1.000,,HDL Cholesterol
M-LDL-FC%,0.81 [0.68-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.63 [0.50-0.78],1.000,,Valine
Total-BCAA,0.62 [0.49-0.78],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
