Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.28 [1.06-1.53],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.15 [0.95-1.40],1.000,,VLDL Cholesterol
Remnant-C,1.09 [0.89-1.32],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.05 [0.87-1.28],1.000,,Total-Cholesterol Minus HDL-C
Total-C,1.04 [0.86-1.27],1.000,,Total-Cholesterol
ApoA1,0.98 [0.80-1.21],1.000,,Apolipoprotein A1
HDL-C,0.97 [0.78-1.20],1.000,,HDL Cholesterol
HDL-CE,0.95 [0.77-1.18],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.82 [0.70-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.62 [0.49-0.77],1.000,,Valine
