Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB,1.25 [1.05-1.48],1.000,,Apolipoprotein B
Clinical LDL-C,1.24 [1.03-1.48],1.000,,Clinical LDL Cholesterol
LDL-C,1.20 [1.01-1.43],1.000,,LDL Cholesterol
M-LDL-FC%,1.05 [0.88-1.26],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,1.04 [0.86-1.24],1.000,,HDL Cholesterol
M-HDL-C%,0.98 [0.82-1.17],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-PL%,0.98 [0.81-1.18],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-CE%,0.95 [0.80-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-PL%,0.94 [0.79-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.92 [0.77-1.09],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
