Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.17 [0.99-1.38],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
DHA%,1.05 [0.88-1.25],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-TG%,1.05 [0.88-1.25],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-CE%,1.04 [0.88-1.24],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.03 [0.87-1.22],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.98 [0.83-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,0.87 [0.73-1.04],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.81 [0.68-0.98],1.000,,Valine
Total-BCAA,0.81 [0.67-0.97],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,0.79 [0.66-0.95],1.000,,Leucine
