Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-P,1.13 [1.04-1.22],1.000,,Concentration of HDL Particles
Total-P,1.12 [1.04-1.21],1.000,,Total-Concentration of Lipoprotein Particles
Acetate,1.09 [1.01-1.17],1.000,,Acetate
Acetoacetate,1.06 [0.99-1.14],1.000,,Acetoacetate
M-LDL-TG%,1.01 [0.93-1.09],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,0.99 [0.91-1.08],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,0.99 [0.91-1.06],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.97 [0.89-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.96 [0.88-1.04],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.96 [0.89-1.03],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
