Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Phe,1.14 [0.95-1.37],1.000,,Phenylalanine
Leu,1.05 [0.86-1.29],1.000,,Leucine
M-LDL-FC%,1.04 [0.83-1.30],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-BCAA,1.04 [0.85-1.27],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,1.03 [0.84-1.27],1.000,,Valine
M-VLDL-C%,0.99 [0.79-1.25],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
Omega-3,0.97 [0.78-1.22],1.000,,Omega-3 Fatty Acids
Unsaturation,0.95 [0.75-1.19],1.000,,Degree of Unsaturation
Albumin,0.81 [0.67-0.97],1.000,,Albumin
Creatinine,0.79 [0.60-1.04],1.000,,Creatinine
