Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.19 [1.15-1.22],5.324e-25,***,Glycoprotein Acetyls
L-LDL-TG%,1.17 [1.14-1.20],3.085e-24,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.16 [1.13-1.19],1.952e-21,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.16 [1.13-1.19],7.991e-19,***,Phospholipids to Total-Lipids in Small HDL percentage
IDL-TG%,1.15 [1.12-1.18],1.577e-18,***,Triglycerides to Total-Lipids in IDL percentage
S-LDL-TG%,1.15 [1.11-1.18],9.559e-17,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-TG,1.14 [1.11-1.17],7.833e-17,***,Triglycerides in Large HDL
M-HDL-TG,1.14 [1.11-1.17],5.552e-16,***,Triglycerides in Medium HDL
HDL-TG,1.13 [1.10-1.17],1.371e-14,***,Triglycerides in HDL
M-HDL-TG%,1.13 [1.10-1.17],3.453e-11,***,Triglycerides to Total-Lipids in Medium HDL percentage
MUFA%,1.13 [1.10-1.16],1.783e-10,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,1.12 [1.09-1.16],1.003e-09,***,Triglycerides to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.12 [1.09-1.15],3.897e-09,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-TG,1.11 [1.08-1.14],1.082e-08,***,Triglycerides in Very Small VLDL
XS-VLDL-TG%,1.11 [1.07-1.14],5.650e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Gly,1.11 [1.07-1.14],5.597e-07,***,Glycine
S-HDL-TG,1.10 [1.07-1.14],6.228e-07,***,Triglycerides in Small HDL
XS-VLDL-PL%,1.10 [1.07-1.13],1.765e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG,1.10 [1.07-1.13],1.077e-06,***,Triglycerides in IDL
XL-VLDL-TG%,1.10 [1.06-1.13],0.002,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,1.10 [1.06-1.13],7.659e-05,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-PL%,1.10 [1.06-1.13],7.881e-04,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-VLDL-TG%,1.09 [1.06-1.12],2.341e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.09 [1.06-1.12],3.873e-04,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.09 [1.05-1.13],0.048,*,Phospholipids to Total-Lipids in Large VLDL percentage
XL-HDL-TG,1.09 [1.06-1.12],1.040e-04,***,Triglycerides in Very Large HDL
SFA%,1.08 [1.05-1.11],0.024,*,Saturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,1.08 [1.05-1.11],0.024,*,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-C%,0.93 [0.91-0.96],0.026,*,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-C%,0.93 [0.91-0.95],0.015,*,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.93 [0.90-0.96],0.025,*,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-P,0.93 [0.90-0.96],0.049,*,Concentration of Large LDL Particles
L-HDL-C%,0.93 [0.90-0.95],0.009,**,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-L,0.93 [0.90-0.95],0.024,*,Total-Lipids in Medium LDL
DHA,0.93 [0.90-0.95],0.042,*,Docosahexaenoic Acid
M-LDL-C,0.93 [0.90-0.95],0.008,**,Cholesterol in Medium LDL
LDL-CE,0.93 [0.90-0.95],0.005,**,Cholesteryl Esters in LDL
L-LDL-L,0.92 [0.90-0.95],0.004,**,Total-Lipids in Large LDL
L-HDL-CE%,0.92 [0.90-0.95],0.001,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LDL-L,0.92 [0.90-0.95],0.003,**,Total-Lipids in LDL
Acetone,0.92 [0.90-0.95],0.040,*,Acetone
L-LDL-PL,0.92 [0.90-0.95],5.674e-04,***,Phospholipids in Large LDL
L-LDL-CE,0.92 [0.90-0.95],5.363e-04,***,Cholesteryl Esters in Large LDL
S-LDL-L,0.92 [0.89-0.94],4.866e-04,***,Total-Lipids in Small LDL
LDL-C,0.92 [0.89-0.94],2.218e-04,***,LDL Cholesterol
S-VLDL-C%,0.92 [0.89-0.94],1.973e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-C,0.92 [0.89-0.94],1.115e-04,***,Cholesterol in Large LDL
Clinical LDL-C,0.92 [0.89-0.94],3.165e-05,***,Clinical LDL Cholesterol
S-LDL-C,0.92 [0.89-0.94],9.769e-05,***,Cholesterol in Small LDL
LDL-PL,0.92 [0.89-0.94],6.012e-05,***,Phospholipids in LDL
L-LDL-CE%,0.91 [0.89-0.94],2.729e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-PL,0.91 [0.89-0.94],8.320e-05,***,Phospholipids in Medium LDL
XL-VLDL-C%,0.91 [0.89-0.94],5.998e-04,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XS-VLDL-C%,0.91 [0.89-0.94],9.093e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Val,0.91 [0.89-0.94],3.619e-04,***,Valine
Omega-6%,0.91 [0.89-0.94],3.469e-05,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-LDL-FC%,0.91 [0.89-0.94],5.884e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.91 [0.89-0.94],2.815e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-VLDL-CE%,0.91 [0.88-0.94],1.036e-04,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Total-BCAA,0.91 [0.88-0.94],4.318e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Albumin,0.91 [0.88-0.93],3.602e-06,***,Albumin
DHA%,0.91 [0.88-0.93],1.235e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-LDL-FC,0.91 [0.88-0.93],1.589e-06,***,Free Cholesterol in Large LDL
S-LDL-PL,0.90 [0.88-0.93],3.898e-07,***,Phospholipids in Small LDL
LA%,0.90 [0.88-0.93],4.146e-07,***,Linoleic Acid to Total-Fatty Acids percentage
Unsaturation,0.90 [0.88-0.93],2.874e-07,***,Degree of Unsaturation
M-LDL-PL%,0.90 [0.88-0.93],4.702e-08,***,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-FC,0.90 [0.88-0.93],3.432e-08,***,Free Cholesterol in LDL
M-HDL-C%,0.90 [0.87-0.92],1.480e-08,***,Cholesterol to Total-Lipids in Medium HDL percentage
Leu,0.90 [0.87-0.93],1.805e-07,***,Leucine
M-LDL-FC%,0.90 [0.87-0.92],3.529e-10,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,0.90 [0.87-0.92],3.440e-10,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-FC,0.89 [0.87-0.92],1.188e-09,***,Free Cholesterol in Medium LDL
S-LDL-FC%,0.89 [0.87-0.92],5.238e-12,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-FC%,0.89 [0.87-0.92],8.950e-11,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
PUFA%,0.89 [0.87-0.92],2.085e-10,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-C%,0.89 [0.87-0.91],5.987e-14,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.89 [0.87-0.91],1.541e-13,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-VLDL-PL%,0.88 [0.86-0.91],2.258e-13,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-LDL-FC,0.88 [0.86-0.91],7.070e-14,***,Free Cholesterol in Small LDL
PUFA/MUFA,0.88 [0.86-0.91],3.306e-12,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-CE%,0.87 [0.85-0.90],4.004e-18,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-C%,0.87 [0.85-0.89],1.139e-19,***,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-C%,0.86 [0.84-0.89],4.664e-18,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-CE%,0.85 [0.83-0.88],1.041e-24,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,0.85 [0.82-0.87],2.795e-27,***,Cholesterol to Total-Lipids in Small HDL percentage
Creatinine,0.83 [0.81-0.85],8.152e-31,***,Creatinine
