Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,1.19 [0.93-1.53],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,1.11 [0.87-1.42],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
MUFA%,1.06 [0.85-1.32],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,1.02 [0.81-1.28],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,1.00 [0.79-1.28],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.99 [0.82-1.19],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoB,0.90 [0.73-1.12],1.000,,Apolipoprotein B
ApoB/ApoA1,0.88 [0.71-1.09],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.83 [0.67-1.03],1.000,,Valine
Total-BCAA,0.82 [0.66-1.02],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
