Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.32 [1.13-1.53],1.000,,Triglycerides to Total-Lipids in IDL percentage
TG/PG,1.16 [1.00-1.36],1.000,,Triglycerides to Phosphoglycerides ratio
IDL-PL%,1.16 [1.00-1.35],1.000,,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-TG,1.08 [0.93-1.26],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
M-LDL-PL%,1.05 [0.90-1.22],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.85 [0.73-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.74 [0.63-0.86],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
IDL-L,0.70 [0.60-0.82],0.811,,Total-Lipids in IDL
IDL-C,0.69 [0.60-0.81],0.490,,Cholesterol in IDL
IDL-CE,0.69 [0.60-0.81],0.536,,Cholesteryl Esters in IDL
