Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,1.27 [1.22-1.32],4.614e-28,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Gly,1.23 [1.20-1.27],1.070e-34,***,Glycine
S-HDL-PL%,1.21 [1.18-1.26],1.312e-25,***,Phospholipids to Total-Lipids in Small HDL percentage
HDL-size,1.19 [1.15-1.23],3.524e-19,***,Average Diameter for HDL Particles
L-HDL-PL,1.16 [1.12-1.20],1.589e-12,***,Phospholipids in Large HDL
L-HDL-L,1.16 [1.12-1.19],6.914e-12,***,Total-Lipids in Large HDL
XL-HDL-PL,1.15 [1.11-1.19],9.808e-12,***,Phospholipids in Very Large HDL
Citrate,1.14 [1.11-1.18],7.810e-11,***,Citrate
L-HDL-FC,1.14 [1.10-1.18],3.574e-09,***,Free Cholesterol in Large HDL
L-HDL-C,1.14 [1.10-1.17],3.005e-08,***,Cholesterol in Large HDL
L-HDL-P,1.13 [1.10-1.17],2.054e-08,***,Concentration of Large HDL Particles
XL-HDL-L,1.13 [1.10-1.17],3.845e-08,***,Total-Lipids in Very Large HDL
M-LDL-TG%,1.13 [1.10-1.17],1.848e-09,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.13 [1.10-1.17],4.072e-09,***,Phospholipids to Total-Lipids in IDL percentage
GlycA,1.13 [1.09-1.17],1.299e-07,***,Glycoprotein Acetyls
L-HDL-CE,1.13 [1.09-1.17],1.931e-07,***,Cholesteryl Esters in Large HDL
L-HDL-TG,1.13 [1.10-1.17],2.947e-09,***,Triglycerides in Large HDL
L-LDL-TG%,1.13 [1.09-1.16],5.525e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
HDL-PL,1.11 [1.08-1.15],6.503e-05,***,Phospholipids in HDL
XL-HDL-P,1.11 [1.07-1.14],4.058e-04,***,Concentration of Very Large HDL Particles
XL-HDL-CE,1.11 [1.07-1.14],9.853e-04,***,Cholesteryl Esters in Very Large HDL
XL-HDL-C,1.10 [1.07-1.14],0.002,**,Cholesterol in Very Large HDL
HDL-L,1.10 [1.07-1.14],0.001,**,Total-Lipids in HDL
XXL-VLDL-PL%,1.10 [1.06-1.14],0.023,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
