Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL,1.07 [1.05-1.09],1.013e-06,***,Phospholipids in Medium HDL
M-HDL-TG,1.07 [1.05-1.09],1.047e-06,***,Triglycerides in Medium HDL
S-HDL-PL%,1.07 [1.05-1.09],6.134e-06,***,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-TG%,1.07 [1.05-1.09],4.799e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-L,1.07 [1.05-1.09],5.811e-05,***,Total-Lipids in Medium HDL
S-HDL-PL,1.07 [1.05-1.09],4.797e-05,***,Phospholipids in Small HDL
GlycA,1.07 [1.04-1.09],9.098e-04,***,Glycoprotein Acetyls
HDL-TG,1.07 [1.04-1.09],1.075e-04,***,Triglycerides in HDL
IDL-TG%,1.07 [1.04-1.09],1.922e-04,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.06 [1.04-1.09],1.584e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-PL,1.06 [1.04-1.09],6.567e-04,***,Phospholipids in HDL
M-HDL-P,1.06 [1.04-1.08],0.001,**,Concentration of Medium HDL Particles
MUFA,1.06 [1.04-1.08],0.005,**,Monounsaturated Fatty Acids
L-HDL-TG,1.06 [1.04-1.08],0.002,**,Triglycerides in Large HDL
MUFA%,1.06 [1.04-1.08],0.020,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.06 [1.04-1.08],0.005,**,Triglycerides to Total-Lipids in Small LDL percentage
IDL-TG,1.06 [1.04-1.08],0.004,**,Triglycerides in IDL
XS-VLDL-TG,1.06 [1.04-1.08],0.005,**,Triglycerides in Very Small VLDL
ApoA1,1.06 [1.04-1.08],0.012,*,Apolipoprotein A1
M-HDL-FC,1.06 [1.04-1.08],0.014,*,Free Cholesterol in Medium HDL
S-HDL-L,1.06 [1.04-1.08],0.012,*,Total-Lipids in Small HDL
HDL-L,1.06 [1.04-1.08],0.029,*,Total-Lipids in HDL
Phosphoglyc,1.06 [1.03-1.08],0.028,*,Phosphoglycerides
IDL-C%,0.94 [0.92-0.96],8.651e-04,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-FC%,0.94 [0.92-0.96],0.001,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.94 [0.92-0.96],0.001,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.94 [0.92-0.96],0.002,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.94 [0.92-0.96],0.005,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-CE%,0.94 [0.92-0.96],4.775e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Omega-6%,0.94 [0.92-0.96],4.765e-04,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-C%,0.94 [0.92-0.96],4.870e-05,***,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.94 [0.92-0.95],6.248e-06,***,Free Cholesterol to Total-Lipids in Small LDL percentage
LA%,0.94 [0.92-0.95],6.227e-05,***,Linoleic Acid to Total-Fatty Acids percentage
