Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.07 [0.98-1.16],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-6%,1.02 [0.93-1.13],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
MUFA%,1.02 [0.93-1.12],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,1.02 [0.92-1.12],1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,1.00 [0.91-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.99 [0.91-1.09],1.000,,HDL Cholesterol
LDL-C,0.99 [0.91-1.08],1.000,,LDL Cholesterol
Non-HDL-C,0.98 [0.90-1.07],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.97 [0.89-1.06],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-TG%,0.97 [0.89-1.05],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
