Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.22 [1.02-1.47],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.20 [1.01-1.42],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.18 [0.96-1.44],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.09 [0.91-1.30],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.03 [0.86-1.22],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.91 [0.77-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.81 [0.68-0.96],1.000,,VLDL Cholesterol
HDL-CE,0.80 [0.66-0.96],1.000,,Cholesteryl Esters in HDL
Remnant-C,0.74 [0.62-0.88],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.71 [0.60-0.84],1.000,,Total-Cholesterol
