Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.06 [0.94-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-CE%,1.02 [0.89-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.02 [0.90-1.15],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.01 [0.88-1.15],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-C%,1.00 [0.88-1.14],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.99 [0.87-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.96 [0.84-1.09],1.000,,Cholesteryl Esters in HDL
VLDL-C,0.93 [0.83-1.04],1.000,,VLDL Cholesterol
Remnant-C,0.90 [0.81-1.02],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.90 [0.80-1.02],1.000,,Total-Cholesterol
