Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,1.05 [0.99-1.10],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-FC%,1.03 [0.98-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,1.03 [0.98-1.09],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-3%,1.03 [0.98-1.09],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6%,1.02 [0.97-1.08],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-C%,1.00 [0.95-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoA1,1.00 [0.94-1.05],1.000,,Apolipoprotein A1
ApoB/ApoA1,0.93 [0.88-0.98],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Clinical LDL-C,0.92 [0.88-0.97],1.000,,Clinical LDL Cholesterol
ApoB,0.92 [0.87-0.97],1.000,,Apolipoprotein B
