Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-TG%,"0.033 [-0.002,0.068]",1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-CE%,"0.024 [-0.010,0.057]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-VLDL-C%,"0.014 [-0.018,0.047]",1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,"0.011 [-0.024,0.046]",1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-C%,"0.010 [-0.021,0.042]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,"-0.006 [-0.041,0.029]",1.000,,Omega-3 Fatty Acids
DHA,"-0.006 [-0.042,0.030]",1.000,,Docosahexaenoic Acid
M-LDL-FC%,"-0.012 [-0.045,0.021]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,"-0.021 [-0.056,0.015]",1.000,,Degree of Unsaturation
Albumin,"-0.021 [-0.054,0.011]",1.000,,Albumin
