Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.25 [1.05-1.48],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.18 [0.95-1.46],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.17 [0.96-1.42],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.16 [0.96-1.41],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,1.06 [0.88-1.27],1.000,,Alanine
Omega-3%,0.99 [0.82-1.19],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.96 [0.79-1.16],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.95 [0.78-1.15],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.93 [0.77-1.12],1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.89 [0.75-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
