Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Phe,1.07 [0.94-1.22],1.000,,Phenylalanine
Ile,1.06 [0.93-1.21],1.000,,Isoleucine
His,1.06 [0.93-1.21],1.000,,Histidine
M-LDL-PL%,1.04 [0.91-1.19],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,1.01 [0.88-1.16],1.000,,Tyrosine
VLDL-CE,0.90 [0.79-1.03],1.000,,Cholesteryl Esters in VLDL
LDL-CE,0.87 [0.76-0.99],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.87 [0.74-1.01],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.85 [0.75-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.83 [0.73-0.96],1.000,,Total-Esterified Cholesterol
