Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB,1.04 [0.89-1.22],1.000,,Apolipoprotein B
M-LDL-PL%,1.02 [0.87-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Clinical LDL-C,1.02 [0.87-1.19],1.000,,Clinical LDL Cholesterol
LDL-C,1.01 [0.86-1.19],1.000,,LDL Cholesterol
Non-HDL-C,1.01 [0.86-1.19],1.000,,Total-Cholesterol Minus HDL-C
Total-FA,0.99 [0.85-1.16],1.000,,Total-Fatty Acids
SFA,0.98 [0.83-1.15],1.000,,Saturated Fatty Acids
PUFA,0.96 [0.82-1.13],1.000,,Polyunsaturated Fatty Acids
M-LDL-FC%,0.96 [0.82-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.90 [0.76-1.06],1.000,,Degree of Unsaturation
