Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Clinical LDL-C,1.05 [0.93-1.18],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,1.04 [0.91-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,1.04 [0.92-1.17],1.000,,LDL Cholesterol
ApoB,1.03 [0.92-1.16],1.000,,Apolipoprotein B
Non-HDL-C,1.03 [0.91-1.15],1.000,,Total-Cholesterol Minus HDL-C
Total-FA,0.95 [0.84-1.07],1.000,,Total-Fatty Acids
M-LDL-TG%,0.95 [0.84-1.07],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA,0.95 [0.84-1.07],1.000,,Saturated Fatty Acids
Omega-6,0.95 [0.84-1.07],1.000,,Omega-6 Fatty Acids
PUFA,0.94 [0.84-1.06],1.000,,Polyunsaturated Fatty Acids
