Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.30 [1.12-1.51],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.24 [1.01-1.53],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.18 [1.01-1.39],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-CE%,1.10 [0.94-1.29],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-TG%,1.08 [0.93-1.25],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Creatinine,0.91 [0.76-1.09],1.000,,Creatinine
M-LDL-FC%,0.89 [0.78-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.86 [0.73-1.00],1.000,,Degree of Unsaturation
Albumin,0.80 [0.70-0.93],1.000,,Albumin
HDL-FC,0.74 [0.61-0.91],1.000,,Free Cholesterol in HDL
