Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.34 [1.06-1.70],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.31 [1.07-1.61],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,1.25 [1.03-1.53],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.20 [0.99-1.44],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,1.04 [0.85-1.26],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
LA%,0.98 [0.80-1.20],1.000,,Linoleic Acid to Total-Fatty Acids percentage
DHA%,0.95 [0.77-1.17],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.88 [0.71-1.09],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.86 [0.71-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.83 [0.68-1.01],1.000,,Total-Esterified Cholesterol
