Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.03 [0.94-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
LDL-C,1.02 [0.94-1.12],1.000,,LDL Cholesterol
Clinical LDL-C,1.02 [0.93-1.12],1.000,,Clinical LDL Cholesterol
ApoB,1.02 [0.93-1.11],1.000,,Apolipoprotein B
Non-HDL-C,1.02 [0.93-1.12],1.000,,Total-Cholesterol Minus HDL-C
HDL-C,1.00 [0.91-1.10],1.000,,HDL Cholesterol
HDL-CE,1.00 [0.91-1.10],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.98 [0.89-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.91 [0.82-1.00],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.89 [0.81-0.99],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
