Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.18 [1.11-1.25],0.017,*,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.16 [1.09-1.23],0.232,,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.16 [1.09-1.23],0.431,,Phospholipids to Total-Lipids in Very Small VLDL percentage
Creatinine,1.16 [1.09-1.23],0.800,,Creatinine
M-LDL-PL%,1.08 [1.01-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.87 [0.82-0.92],0.039,*,Cholesterol to Total-Lipids in Medium LDL percentage
LDL-L,0.86 [0.81-0.91],0.034,*,Total-Lipids in LDL
LDL-CE,0.86 [0.81-0.91],0.048,*,Cholesteryl Esters in LDL
IDL-C%,0.86 [0.81-0.90],0.002,**,Cholesterol to Total-Lipids in IDL percentage
LDL-C,0.85 [0.81-0.91],0.024,*,LDL Cholesterol
L-LDL-L,0.85 [0.80-0.91],0.026,*,Total-Lipids in Large LDL
L-LDL-C,0.85 [0.80-0.90],0.028,*,Cholesterol in Large LDL
Total-L,0.85 [0.80-0.90],0.012,*,Total-Lipids in Lipoprotein Particles
Non-HDL-C,0.85 [0.80-0.90],0.006,**,Total-Cholesterol Minus HDL-C
LDL-PL,0.85 [0.80-0.90],0.022,*,Phospholipids in LDL
Clinical LDL-C,0.85 [0.80-0.90],0.004,**,Clinical LDL Cholesterol
LDL-FC,0.85 [0.80-0.90],0.018,*,Free Cholesterol in LDL
Remnant-C,0.85 [0.80-0.90],0.006,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-PL,0.84 [0.79-0.90],0.008,**,Total-Phospholipids in Lipoprotein Particles
PC,0.84 [0.79-0.90],0.024,*,Phosphatidylcholines
L-LDL-FC,0.84 [0.79-0.90],0.010,*,Free Cholesterol in Large LDL
IDL-PL,0.84 [0.79-0.90],0.016,*,Phospholipids in IDL
L-LDL-PL,0.84 [0.79-0.89],0.006,**,Phospholipids in Large LDL
Total-FC,0.84 [0.79-0.89],0.003,**,Total-Free Cholesterol
Total-C,0.84 [0.79-0.89],0.001,**,Total-Cholesterol
IDL-FC,0.84 [0.79-0.89],0.007,**,Free Cholesterol in IDL
Total-CE,0.84 [0.79-0.89],8.731e-04,***,Total-Esterified Cholesterol
IDL-CE%,0.84 [0.79-0.88],2.469e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-L,0.83 [0.78-0.88],3.333e-04,***,Total-Lipids in IDL
IDL-P,0.83 [0.78-0.88],0.002,**,Concentration of IDL Particles
IDL-C,0.82 [0.78-0.87],5.312e-05,***,Cholesterol in IDL
IDL-CE,0.82 [0.77-0.87],1.661e-05,***,Cholesteryl Esters in IDL
