Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.04 [0.88-1.24],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-CE%,1.02 [0.85-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.02 [0.85-1.22],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-C%,1.00 [0.83-1.21],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.00 [0.84-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,1.00 [0.84-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,0.92 [0.77-1.09],1.000,,VLDL Cholesterol
HDL-CE,0.91 [0.75-1.10],1.000,,Cholesteryl Esters in HDL
LDL-CE,0.88 [0.75-1.05],1.000,,Cholesteryl Esters in LDL
Total-C,0.87 [0.73-1.03],1.000,,Total-Cholesterol
