Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,1.16 [1.00-1.34],1.000,,Glutamine
M-LDL-PL%,1.07 [0.93-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,1.03 [0.90-1.18],1.000,,Glycine
Ile,1.01 [0.88-1.17],1.000,,Isoleucine
Phe,1.01 [0.88-1.16],1.000,,Phenylalanine
VLDL-C,0.95 [0.83-1.10],1.000,,VLDL Cholesterol
Remnant-C,0.89 [0.77-1.02],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.85 [0.73-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,0.83 [0.72-0.96],1.000,,Total-Cholesterol
HDL-CE,0.80 [0.68-0.94],1.000,,Cholesteryl Esters in HDL
