Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA,1.09 [1.02-1.17],1.000,,Monounsaturated Fatty Acids
Omega-6,1.02 [0.95-1.10],1.000,,Omega-6 Fatty Acids
PUFA,1.01 [0.94-1.09],1.000,,Polyunsaturated Fatty Acids
LA,1.01 [0.95-1.09],1.000,,Linoleic Acid
M-LDL-PL%,1.01 [0.94-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-CE,1.00 [0.93-1.07],1.000,,Total-Esterified Cholesterol
VLDL-CE,0.99 [0.93-1.06],1.000,,Cholesteryl Esters in VLDL
M-LDL-FC%,0.93 [0.87-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.92 [0.86-0.99],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.88 [0.82-0.95],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
