Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB,1.05 [0.87-1.27],1.000,,Apolipoprotein B
ApoB/ApoA1,1.05 [0.86-1.27],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Clinical LDL-C,1.03 [0.85-1.25],1.000,,Clinical LDL Cholesterol
ApoA1,1.01 [0.82-1.25],1.000,,Apolipoprotein A1
M-VLDL-C%,1.00 [0.82-1.24],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-PL%,1.00 [0.82-1.21],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-FC%,0.99 [0.81-1.22],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-CE%,0.97 [0.79-1.19],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,0.95 [0.78-1.16],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.93 [0.76-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
