Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.04 [0.99-1.10],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.03 [0.97-1.09],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.01 [0.95-1.06],1.000,,Apolipoprotein B
Leu,1.00 [0.95-1.06],1.000,,Leucine
Ile,1.00 [0.95-1.06],1.000,,Isoleucine
Omega-6,0.98 [0.93-1.04],1.000,,Omega-6 Fatty Acids
PUFA,0.97 [0.92-1.03],1.000,,Polyunsaturated Fatty Acids
Albumin,0.96 [0.91-1.02],1.000,,Albumin
M-LDL-FC%,0.94 [0.89-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.90 [0.85-0.95],1.000,,Degree of Unsaturation
