Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.15 [0.93-1.41],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.06 [0.88-1.29],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
HDL-CE,1.04 [0.85-1.29],1.000,,Cholesteryl Esters in HDL
HDL-C,1.03 [0.84-1.28],1.000,,HDL Cholesterol
Gly,1.01 [0.83-1.22],1.000,,Glycine
Clinical LDL-C,0.96 [0.79-1.16],1.000,,Clinical LDL Cholesterol
LDL-C,0.95 [0.78-1.14],1.000,,LDL Cholesterol
M-LDL-TG%,0.93 [0.77-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.93 [0.77-1.12],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.91 [0.75-1.10],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
