Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.38 [1.26-1.51],2.210e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,1.34 [1.23-1.46],1.580e-05,***,Glycoprotein Acetyls
MUFA%,1.26 [1.15-1.39],0.216,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.24 [1.14-1.36],0.239,,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.24 [1.14-1.35],0.241,,Phospholipids to Total-Lipids in IDL percentage
IDL-C%,0.80 [0.74-0.87],0.036,*,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.79 [0.72-0.85],0.003,**,Cholesteryl Esters to Total-Lipids in IDL percentage
Tyr,0.76 [0.69-0.84],0.008,**,Tyrosine
Total-BCAA,0.75 [0.68-0.83],0.005,**,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.75 [0.68-0.83],0.003,**,Valine
Leu,0.74 [0.67-0.82],9.815e-04,***,Leucine
