Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Tyr,1.04 [0.97-1.13],1.000,,Tyrosine
Phe,1.04 [0.96-1.12],1.000,,Phenylalanine
Gly,1.04 [0.96-1.11],1.000,,Glycine
M-LDL-PL%,1.03 [0.95-1.11],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gln,1.00 [0.92-1.09],1.000,,Glutamine
M-LDL-FC%,1.00 [0.91-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.99 [0.91-1.08],1.000,,Apolipoprotein A1
HDL-C,0.99 [0.91-1.08],1.000,,HDL Cholesterol
ApoB,0.95 [0.87-1.03],1.000,,Apolipoprotein B
Clinical LDL-C,0.95 [0.87-1.03],1.000,,Clinical LDL Cholesterol
