Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.02 [0.98-1.07],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.02 [0.97-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,1.02 [0.97-1.07],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-FC%,1.01 [0.97-1.06],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-C%,1.01 [0.96-1.06],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.98 [0.94-1.03],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-C,0.98 [0.94-1.02],1.000,,LDL Cholesterol
Non-HDL-C,0.97 [0.93-1.02],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.97 [0.93-1.01],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.97 [0.93-1.01],1.000,,Total-Cholesterol
