Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.14 [0.97-1.35],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.06 [0.89-1.26],1.000,,VLDL Cholesterol
VLDL-CE,1.05 [0.88-1.24],1.000,,Cholesteryl Esters in VLDL
Leu,1.01 [0.85-1.21],1.000,,Leucine
Ile,1.00 [0.84-1.20],1.000,,Isoleucine
PUFA,0.98 [0.82-1.17],1.000,,Polyunsaturated Fatty Acids
Omega-3,0.88 [0.73-1.06],1.000,,Omega-3 Fatty Acids
M-LDL-FC%,0.85 [0.72-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.84 [0.71-0.99],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.80 [0.66-0.97],1.000,,Docosahexaenoic Acid
