Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.16 [0.95-1.41],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,1.15 [0.95-1.39],1.000,,Phenylalanine
M-HDL-TG%,1.08 [0.87-1.33],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Gln,1.02 [0.84-1.24],1.000,,Glutamine
M-HDL-CE%,1.01 [0.81-1.26],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
DHA%,0.99 [0.79-1.23],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.98 [0.78-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.94 [0.77-1.15],1.000,,Cholesteryl Esters in LDL
Omega-3%,0.91 [0.74-1.13],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Total-CE,0.89 [0.72-1.10],1.000,,Total-Esterified Cholesterol
