Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.11 [0.98-1.27],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.10 [0.97-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,1.05 [0.92-1.19],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.02 [0.89-1.17],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.01 [0.88-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.95 [0.83-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.91 [0.79-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-C,0.91 [0.79-1.03],1.000,,LDL Cholesterol
Non-HDL-C,0.90 [0.79-1.03],1.000,,Total-Cholesterol Minus HDL-C
HDL-C,0.82 [0.70-0.95],1.000,,HDL Cholesterol
