Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.21 [1.05-1.40],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Ile,1.13 [0.98-1.30],1.000,,Isoleucine
Leu,1.10 [0.95-1.28],1.000,,Leucine
Tyr,1.08 [0.93-1.24],1.000,,Tyrosine
Phe,1.04 [0.90-1.20],1.000,,Phenylalanine
DHA,0.99 [0.85-1.16],1.000,,Docosahexaenoic Acid
Unsaturation,0.81 [0.69-0.95],1.000,,Degree of Unsaturation
M-LDL-FC%,0.79 [0.68-0.91],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.75 [0.64-0.87],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.74 [0.64-0.87],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
