Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-VLDL-TG%,1.17 [0.98-1.40],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,1.15 [0.97-1.37],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,1.03 [0.87-1.22],1.000,,Valine
Total-BCAA,1.02 [0.86-1.21],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.01 [0.85-1.20],1.000,,Leucine
PUFA%,0.93 [0.76-1.13],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3,0.92 [0.76-1.11],1.000,,Omega-3 Fatty Acids
M-LDL-FC%,0.91 [0.76-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.89 [0.73-1.08],1.000,,Degree of Unsaturation
DHA,0.86 [0.70-1.06],1.000,,Docosahexaenoic Acid
