Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.10 [0.96-1.26],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-CE,1.05 [0.90-1.23],1.000,,Cholesteryl Esters in HDL
Total-CE,1.05 [0.90-1.23],1.000,,Total-Esterified Cholesterol
LDL-CE,1.04 [0.90-1.20],1.000,,Cholesteryl Esters in LDL
VLDL-C,1.04 [0.90-1.20],1.000,,VLDL Cholesterol
XXL-VLDL-TG,0.99 [0.84-1.17],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
M-LDL-FC%,0.99 [0.85-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL,0.98 [0.83-1.16],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
IDL-FC%,0.97 [0.84-1.12],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
IDL-PL%,0.96 [0.85-1.09],1.000,,Phospholipids to Total-Lipids in IDL percentage
