Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.18 [1.10-1.26],0.366,,Phospholipids to Total-Lipids in IDL percentage
Gly,1.06 [0.98-1.14],1.000,,Glycine
Phe,1.05 [0.98-1.13],1.000,,Phenylalanine
Tyr,1.05 [0.98-1.12],1.000,,Tyrosine
ApoB/ApoA1,1.01 [0.94-1.08],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,0.99 [0.93-1.06],1.000,,VLDL Cholesterol
M-LDL-FC%,0.98 [0.92-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.95 [0.88-1.03],1.000,,Cholesteryl Esters in HDL
Total-C,0.94 [0.88-1.01],1.000,,Total-Cholesterol
Albumin,0.83 [0.78-0.89],0.009,**,Albumin
