Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.20 [1.04-1.39],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Ile,1.07 [0.92-1.24],1.000,,Isoleucine
Leu,1.06 [0.91-1.24],1.000,,Leucine
Total-BCAA,1.05 [0.90-1.22],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,1.02 [0.87-1.20],1.000,,Valine
M-LDL-FC%,0.89 [0.77-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.83 [0.72-0.96],1.000,,LDL Cholesterol
Non-HDL-C,0.82 [0.71-0.95],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.82 [0.71-0.95],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.82 [0.71-0.95],1.000,,Total-Cholesterol
