Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.14 [0.95-1.37],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-FC%,1.08 [0.88-1.33],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.04 [0.86-1.25],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.03 [0.84-1.25],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.01 [0.82-1.24],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.98 [0.82-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,0.98 [0.81-1.18],1.000,,VLDL Cholesterol
LDL-CE,0.95 [0.79-1.15],1.000,,Cholesteryl Esters in LDL
Total-C,0.94 [0.78-1.15],1.000,,Total-Cholesterol
HDL-CE,0.93 [0.75-1.14],1.000,,Cholesteryl Esters in HDL
