Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.17 [1.12-1.23],2.388e-05,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.15 [1.09-1.21],0.020,*,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.13 [1.08-1.19],0.157,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.12 [1.07-1.18],0.915,,Triglycerides to Total-Lipids in IDL percentage
L-VLDL-FC%,1.07 [1.02-1.13],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-C%,0.87 [0.83-0.92],0.005,**,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.87 [0.83-0.91],5.485e-04,***,Cholesterol to Total-Lipids in IDL percentage
S-HDL-P,0.87 [0.82-0.91],0.007,**,Concentration of Small HDL Particles
S-HDL-C,0.86 [0.82-0.91],0.003,**,Cholesterol in Small HDL
S-HDL-CE,0.86 [0.82-0.91],0.001,**,Cholesteryl Esters in Small HDL
IDL-CE%,0.85 [0.81-0.89],1.021e-07,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Albumin,0.81 [0.77-0.85],2.069e-13,***,Albumin
