Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.06 [0.94-1.19],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Clinical LDL-C,1.04 [0.92-1.17],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,1.04 [0.91-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,1.03 [0.92-1.16],1.000,,LDL Cholesterol
ApoB,1.03 [0.92-1.16],1.000,,Apolipoprotein B
PUFA%,0.99 [0.86-1.14],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.98 [0.86-1.12],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA%,0.97 [0.85-1.11],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,0.95 [0.85-1.08],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,0.95 [0.84-1.07],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
