Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.19 [1.11-1.29],0.719,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.19 [1.11-1.27],0.054,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.18 [1.11-1.27],0.240,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.18 [1.10-1.26],0.405,,Triglycerides to Total-Lipids in IDL percentage
Gln,1.04 [0.97-1.12],1.000,,Glutamine
M-LDL-C%,0.86 [0.81-0.92],0.675,,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C,0.85 [0.79-0.91],0.608,,Cholesterol in IDL
IDL-CE,0.84 [0.79-0.90],0.370,,Cholesteryl Esters in IDL
PUFA/MUFA,0.84 [0.78-0.90],0.336,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,0.81 [0.76-0.87],0.005,**,Degree of Unsaturation
