Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.49 [1.31-1.69],3.205e-04,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.45 [1.28-1.65],0.003,**,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,1.42 [1.23-1.64],0.256,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,1.39 [1.22-1.59],0.194,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.36 [1.20-1.54],0.216,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-FC%,0.71 [0.63-0.80],0.003,**,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-C%,0.71 [0.62-0.80],0.011,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.70 [0.62-0.80],0.006,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.69 [0.61-0.78],3.859e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.68 [0.61-0.77],8.050e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.68 [0.61-0.76],1.494e-05,***,Cholesterol to Total-Lipids in IDL percentage
