Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.28 [1.16-1.42],0.131,,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.28 [1.16-1.41],0.154,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.27 [1.15-1.41],0.367,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.25 [1.13-1.37],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-FC,1.00 [0.91-1.11],1.000,,Free Cholesterol in VLDL
DHA%,0.91 [0.82-1.01],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-HDL-C%,0.80 [0.74-0.88],0.472,,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6%,0.80 [0.73-0.88],0.980,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.78 [0.71-0.86],0.200,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.76 [0.69-0.84],0.011,*,Linoleic Acid to Total-Fatty Acids percentage
