Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.10 [0.99-1.23],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.10 [0.99-1.23],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.08 [0.97-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,1.06 [0.95-1.18],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-PL%,1.02 [0.92-1.13],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.95 [0.85-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.94 [0.85-1.05],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-C,0.94 [0.85-1.05],1.000,,LDL Cholesterol
Non-HDL-C,0.94 [0.85-1.05],1.000,,Total-Cholesterol Minus HDL-C
HDL-C,0.88 [0.78-0.99],1.000,,HDL Cholesterol
