Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB,1.18 [0.99-1.41],1.000,,Apolipoprotein B
Non-HDL-C,1.16 [0.97-1.39],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,1.14 [0.95-1.36],1.000,,LDL Cholesterol
Clinical LDL-C,1.12 [0.94-1.35],1.000,,Clinical LDL Cholesterol
M-LDL-TG%,1.08 [0.91-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.98 [0.82-1.18],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
HDL-C,0.98 [0.80-1.20],1.000,,HDL Cholesterol
HDL-CE,0.96 [0.78-1.18],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.89 [0.75-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.87 [0.72-1.05],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
