Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,2.67 [2.42-2.95],4.202e-79,***,Creatinine
IDL-TG%,1.71 [1.51-1.94],3.711e-11,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.71 [1.50-1.95],6.271e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.69 [1.49-1.92],4.700e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-PL%,1.69 [1.48-1.93],3.757e-09,***,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG%,1.67 [1.48-1.89],3.920e-11,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.56 [1.37-1.78],1.116e-05,***,Glycoprotein Acetyls
XS-VLDL-TG%,1.56 [1.36-1.79],6.983e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.52 [1.31-1.77],0.006,**,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.49 [1.31-1.70],2.571e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-CE%,0.77 [0.70-0.85],0.039,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.74 [0.66-0.83],0.045,*,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-CE%,0.73 [0.65-0.82],0.022,*,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-C%,0.71 [0.63-0.80],0.009,**,Cholesterol to Total-Lipids in Small VLDL percentage
LA,0.70 [0.61-0.80],0.034,*,Linoleic Acid
M-HDL-FC%,0.70 [0.61-0.80],0.014,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
PUFA,0.69 [0.61-0.80],0.032,*,Polyunsaturated Fatty Acids
Omega-6,0.68 [0.60-0.78],0.007,**,Omega-6 Fatty Acids
S-VLDL-FC,0.67 [0.58-0.78],0.037,*,Free Cholesterol in Small VLDL
PC,0.67 [0.59-0.78],0.007,**,Phosphatidylcholines
L-LDL-FC%,0.67 [0.60-0.76],4.574e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Cholines,0.67 [0.59-0.77],0.005,**,Total-Cholines
XS-VLDL-C,0.67 [0.58-0.78],0.021,*,Cholesterol in Very Small VLDL
S-HDL-C,0.66 [0.58-0.76],0.001,**,Cholesterol in Small HDL
M-VLDL-FC,0.66 [0.57-0.77],0.010,**,Free Cholesterol in Medium VLDL
S-HDL-CE,0.66 [0.58-0.76],7.686e-04,***,Cholesteryl Esters in Small HDL
S-HDL-P,0.66 [0.57-0.76],0.001,**,Concentration of Small HDL Particles
Total-L,0.66 [0.58-0.75],2.606e-05,***,Total-Lipids in Lipoprotein Particles
Total-PL,0.65 [0.57-0.75],1.719e-04,***,Total-Phospholipids in Lipoprotein Particles
Total-P,0.65 [0.56-0.76],0.005,**,Total-Concentration of Lipoprotein Particles
SM,0.65 [0.56-0.75],9.547e-04,***,Sphingomyelins
S-VLDL-FC%,0.64 [0.57-0.73],4.156e-07,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,0.64 [0.57-0.72],1.330e-08,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-P,0.64 [0.55-0.74],0.001,**,Concentration of Large LDL Particles
XS-VLDL-CE,0.64 [0.55-0.74],0.001,**,Cholesteryl Esters in Very Small VLDL
M-LDL-C%,0.64 [0.57-0.71],6.230e-12,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.64 [0.57-0.71],4.529e-10,***,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-CE%,0.64 [0.57-0.71],1.747e-09,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-PL%,0.63 [0.56-0.72],2.252e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
ApoB,0.63 [0.55-0.72],1.115e-05,***,Apolipoprotein B
S-LDL-P,0.63 [0.54-0.73],1.546e-04,***,Concentration of Small LDL Particles
M-VLDL-C,0.63 [0.54-0.72],5.960e-05,***,Cholesterol in Medium VLDL
L-LDL-C%,0.63 [0.56-0.70],3.697e-11,***,Cholesterol to Total-Lipids in Large LDL percentage
Remnant-C,0.62 [0.55-0.71],7.748e-07,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-P,0.62 [0.54-0.72],8.954e-05,***,Concentration of LDL Particles
M-VLDL-CE,0.61 [0.53-0.71],8.965e-06,***,Cholesteryl Esters in Medium VLDL
S-LDL-PL,0.61 [0.52-0.70],2.024e-06,***,Phospholipids in Small LDL
Non-HDL-C,0.60 [0.53-0.69],3.081e-09,***,Total-Cholesterol Minus HDL-C
IDL-C%,0.60 [0.54-0.67],2.708e-15,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-CE,0.60 [0.52-0.70],2.135e-06,***,Cholesteryl Esters in Small LDL
M-LDL-P,0.60 [0.52-0.70],8.358e-06,***,Concentration of Medium LDL Particles
S-LDL-L,0.60 [0.52-0.69],6.470e-07,***,Total-Lipids in Small LDL
M-LDL-L,0.60 [0.52-0.69],7.280e-08,***,Total-Lipids in Medium LDL
Total-FC,0.60 [0.52-0.69],2.480e-08,***,Total-Free Cholesterol
M-LDL-CE,0.60 [0.52-0.69],2.847e-07,***,Cholesteryl Esters in Medium LDL
LDL-L,0.60 [0.52-0.68],1.317e-09,***,Total-Lipids in LDL
IDL-PL,0.59 [0.51-0.69],8.669e-07,***,Phospholipids in IDL
LDL-CE,0.59 [0.52-0.68],3.319e-09,***,Cholesteryl Esters in LDL
Total-C,0.59 [0.52-0.67],2.623e-10,***,Total-Cholesterol
M-LDL-PL,0.59 [0.51-0.68],9.791e-08,***,Phospholipids in Medium LDL
L-LDL-L,0.59 [0.51-0.67],6.736e-10,***,Total-Lipids in Large LDL
LDL-C,0.59 [0.51-0.67],2.309e-10,***,LDL Cholesterol
M-LDL-C,0.59 [0.51-0.67],1.144e-08,***,Cholesterol in Medium LDL
Total-CE,0.59 [0.51-0.67],9.377e-11,***,Total-Esterified Cholesterol
L-LDL-CE,0.58 [0.51-0.67],2.141e-09,***,Cholesteryl Esters in Large LDL
S-LDL-C,0.58 [0.50-0.67],4.421e-08,***,Cholesterol in Small LDL
Clinical LDL-C,0.58 [0.51-0.66],4.306e-12,***,Clinical LDL Cholesterol
IDL-L,0.58 [0.51-0.66],9.179e-10,***,Total-Lipids in IDL
IDL-CE%,0.58 [0.52-0.64],4.814e-18,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C,0.58 [0.50-0.66],2.079e-10,***,Cholesterol in Large LDL
LDL-PL,0.57 [0.50-0.66],5.628e-10,***,Phospholipids in LDL
IDL-FC,0.56 [0.49-0.65],4.906e-09,***,Free Cholesterol in IDL
S-LDL-FC,0.56 [0.48-0.64],2.603e-10,***,Free Cholesterol in Small LDL
L-LDL-PL,0.55 [0.48-0.64],8.316e-11,***,Phospholipids in Large LDL
IDL-P,0.55 [0.47-0.64],6.882e-09,***,Concentration of IDL Particles
IDL-C,0.55 [0.48-0.63],6.576e-12,***,Cholesterol in IDL
M-LDL-FC,0.55 [0.48-0.64],1.568e-10,***,Free Cholesterol in Medium LDL
LDL-FC,0.55 [0.48-0.63],1.225e-11,***,Free Cholesterol in LDL
IDL-CE,0.54 [0.47-0.62],2.126e-12,***,Cholesteryl Esters in IDL
L-LDL-FC,0.54 [0.47-0.62],1.716e-11,***,Free Cholesterol in Large LDL
