Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.09 [1.04-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Creatinine,1.06 [1.00-1.13],1.000,,Creatinine
SFA,1.03 [0.97-1.08],1.000,,Saturated Fatty Acids
Total-FA,1.01 [0.96-1.07],1.000,,Total-Fatty Acids
Omega-3,1.01 [0.97-1.06],1.000,,Omega-3 Fatty Acids
Total-BCAA,0.95 [0.90-0.99],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoB,0.95 [0.90-0.99],1.000,,Apolipoprotein B
ApoB/ApoA1,0.94 [0.89-0.98],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,0.93 [0.88-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Val,0.91 [0.87-0.96],1.000,,Valine
