Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.07 [0.93-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Remnant-C,1.06 [0.92-1.22],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.05 [0.91-1.21],1.000,,Total-Cholesterol Minus HDL-C
Total-C,1.05 [0.90-1.22],1.000,,Total-Cholesterol
LDL-C,1.05 [0.91-1.21],1.000,,LDL Cholesterol
Val,1.00 [0.86-1.15],1.000,,Valine
HDL-C,0.98 [0.84-1.14],1.000,,HDL Cholesterol
HDL-CE,0.98 [0.84-1.14],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.87 [0.75-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.79 [0.67-0.92],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
