Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.20 [1.15-1.26],1.053e-08,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.20 [1.14-1.26],3.980e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.17 [1.12-1.23],3.594e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.17 [1.11-1.23],1.919e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
MUFA%,1.16 [1.10-1.23],0.003,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,1.16 [1.11-1.22],5.727e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.16 [1.10-1.22],0.004,**,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.15 [1.10-1.21],0.008,**,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.15 [1.09-1.20],0.026,*,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.14 [1.09-1.20],0.011,*,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-C%,0.88 [0.84-0.92],0.043,*,Cholesterol to Total-Lipids in Small VLDL percentage
Remnant-C,0.88 [0.84-0.92],0.024,*,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-VLDL-CE%,0.88 [0.84-0.92],0.002,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.88 [0.84-0.92],0.009,**,Phospholipids to Total-Lipids in Medium VLDL percentage
PUFA%,0.88 [0.83-0.92],0.024,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6,0.88 [0.83-0.92],0.024,*,Omega-6 Fatty Acids
IDL-P,0.87 [0.83-0.92],0.026,*,Concentration of IDL Particles
S-LDL-FC,0.87 [0.83-0.92],0.013,*,Free Cholesterol in Small LDL
M-LDL-C%,0.87 [0.84-0.91],0.001,**,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.87 [0.83-0.92],0.007,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-CE,0.87 [0.83-0.92],0.006,**,Cholesteryl Esters in LDL
LDL-L,0.87 [0.83-0.91],0.003,**,Total-Lipids in LDL
M-VLDL-C%,0.87 [0.83-0.91],0.002,**,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE,0.87 [0.83-0.91],0.006,**,Cholesteryl Esters in Medium VLDL
LDL-PL,0.87 [0.83-0.91],0.003,**,Phospholipids in LDL
LA,0.87 [0.83-0.91],0.003,**,Linoleic Acid
IDL-PL,0.87 [0.83-0.91],0.008,**,Phospholipids in IDL
Non-HDL-C,0.87 [0.83-0.91],0.001,**,Total-Cholesterol Minus HDL-C
PUFA,0.87 [0.82-0.91],0.003,**,Polyunsaturated Fatty Acids
LDL-C,0.86 [0.82-0.91],6.768e-04,***,LDL Cholesterol
L-LDL-CE,0.86 [0.82-0.91],0.001,**,Cholesteryl Esters in Large LDL
M-LDL-FC,0.86 [0.82-0.91],0.001,**,Free Cholesterol in Medium LDL
L-LDL-L,0.86 [0.82-0.91],4.664e-04,***,Total-Lipids in Large LDL
Total-FC,0.86 [0.82-0.91],6.853e-04,***,Total-Free Cholesterol
L-LDL-FC%,0.86 [0.82-0.90],1.052e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL,0.86 [0.82-0.90],2.792e-04,***,Phospholipids in Large LDL
L-LDL-C,0.86 [0.82-0.90],1.486e-04,***,Cholesterol in Large LDL
PUFA/MUFA,0.86 [0.81-0.90],0.002,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-FC%,0.86 [0.81-0.90],0.003,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
LA%,0.86 [0.82-0.90],2.332e-04,***,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-PL%,0.86 [0.82-0.90],1.226e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
Clinical LDL-C,0.86 [0.82-0.90],2.570e-05,***,Clinical LDL Cholesterol
IDL-L,0.85 [0.81-0.90],9.838e-05,***,Total-Lipids in IDL
S-VLDL-FC%,0.85 [0.81-0.90],2.870e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
