Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.56 [1.33-1.83],0.013,*,Glycoprotein Acetyls
L-LDL-TG%,1.27 [1.09-1.49],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.14 [0.96-1.35],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.11 [0.93-1.32],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.02 [0.86-1.20],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.96 [0.82-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.84 [0.70-1.01],1.000,,Apolipoprotein A1
ApoB,0.78 [0.66-0.93],1.000,,Apolipoprotein B
Clinical LDL-C,0.75 [0.64-0.88],1.000,,Clinical LDL Cholesterol
Albumin,0.61 [0.53-0.70],1.534e-07,***,Albumin
