Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.71 [1.41-2.07],0.010,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.59 [1.30-1.93],0.833,,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.52 [1.27-1.83],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.22 [1.00-1.48],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.16 [0.95-1.43],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
DHA%,0.94 [0.77-1.15],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.94 [0.77-1.14],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-FC%,0.86 [0.72-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.77 [0.63-0.94],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-CE%,0.65 [0.55-0.77],0.102,,Cholesteryl Esters to Total-Lipids in IDL percentage
