Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.32 [1.11-1.57],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.12 [0.93-1.35],1.000,,Monounsaturated Fatty Acids
SFA,1.07 [0.89-1.29],1.000,,Saturated Fatty Acids
Omega-3,1.06 [0.88-1.28],1.000,,Omega-3 Fatty Acids
DHA,1.03 [0.85-1.25],1.000,,Docosahexaenoic Acid
VLDL-CE,0.95 [0.79-1.14],1.000,,Cholesteryl Esters in VLDL
Omega-6/Omega-3,0.93 [0.77-1.13],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Total-CE,0.89 [0.73-1.07],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.84 [0.70-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.80 [0.66-0.98],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
