Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.52 [1.38-1.68],6.631e-11,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.44 [1.30-1.59],4.979e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.42 [1.29-1.57],5.843e-07,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.38 [1.25-1.52],1.785e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
Creatinine,1.36 [1.23-1.51],6.297e-04,***,Creatinine
M-LDL-TG%,1.36 [1.23-1.49],6.884e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.77 [0.71-0.85],0.006,**,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.77 [0.70-0.85],0.012,*,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-FC%,0.77 [0.70-0.85],0.010,**,Free Cholesterol to Total-Lipids in Large LDL percentage
Albumin,0.77 [0.70-0.84],0.005,**,Albumin
IDL-C,0.76 [0.69-0.85],0.049,*,Cholesterol in IDL
XS-VLDL-C%,0.76 [0.69-0.83],0.002,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-CE,0.75 [0.68-0.83],0.011,*,Cholesteryl Esters in IDL
XS-VLDL-CE%,0.75 [0.68-0.82],1.635e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.70 [0.64-0.77],1.617e-10,***,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.67 [0.61-0.73],2.458e-14,***,Cholesteryl Esters to Total-Lipids in IDL percentage
